Date,Sales,GDP,Unemployment,Population,Popularity
18-07-2011,7149,1823.05,5.43%,"1,25,76,21,191",14.33
19-07-2011,1566,1823.05,5.43%,"1,25,76,21,191",14.33
20-07-2011,1955,1823.05,5.43%,"1,25,76,21,191",14.33
21-07-2011,6015,1823.05,5.43%,"1,25,76,21,191",14.33
22-07-2011,3545,1823.05,5.43%,"1,25,76,21,191",14.33
23-07-2011,6333,1823.05,5.43%,"1,25,76,21,191",14.33
24-07-2011,1159,1823.05,5.43%,"1,25,76,21,191",14.33
25-07-2011,5533,1823.05,5.43%,"1,25,76,21,191",14.33
26-07-2011,2394,1823.05,5.43%,"1,25,76,21,191",14.33
27-07-2011,942,1823.05,5.43%,"1,25,76,21,191",14.33
28-07-2011,974,1823.05,5.43%,"1,25,76,21,191",14.33
29-07-2011,2393,1823.05,5.43%,"1,25,76,21,191",14.33
30-07-2011,1927,1823.05,5.43%,"1,25,76,21,191",14.33
31-07-2011,4336,1823.05,5.43%,"1,25,76,21,191",14.33
01-08-2011,881,1823.05,5.43%,"1,25,76,21,191",14.33
02-08-2011,377,1823.05,5.43%,"1,25,76,21,191",14.33
03-08-2011,4744,1823.05,5.43%,"1,25,76,21,191",14.33
04-08-2011,7518,1823.05,5.43%,"1,25,76,21,191",14.33
05-08-2011,3810,1823.05,5.43%,"1,25,76,21,191",14.33
06-08-2011,2006,1823.05,5.43%,"1,25,76,21,191",14.33
07-08-2011,7996,1823.05,5.43%,"1,25,76,21,191",14.33
08-08-2011,4517,1823.05,5.43%,"1,25,76,21,191",14.33
09-08-2011,6869,1823.05,5.43%,"1,25,76,21,191",14.33
10-08-2011,4213,1823.05,5.43%,"1,25,76,21,191",14.33
11-08-2011,1626,1823.05,5.43%,"1,25,76,21,191",14.33
12-08-2011,6939,1823.05,5.43%,"1,25,76,21,191",14.33
13-08-2011,2697,1823.05,5.43%,"1,25,76,21,191",14.33
14-08-2011,3621,1823.05,5.43%,"1,25,76,21,191",14.33
15-08-2011,6487,1823.05,5.43%,"1,25,76,21,191",14.33
16-08-2011,569,1823.05,5.43%,"1,25,76,21,191",14.33
17-08-2011,5181,1823.05,5.43%,"1,25,76,21,191",14.33
18-08-2011,4625,1823.05,5.43%,"1,25,76,21,191",14.33
19-08-2011,3560,1823.05,5.43%,"1,25,76,21,191",14.33
20-08-2011,1159,1823.05,5.43%,"1,25,76,21,191",14.33
21-08-2011,6072,1823.05,5.43%,"1,25,76,21,191",14.33
22-08-2011,4345,1823.05,5.43%,"1,25,76,21,191",14.33
23-08-2011,4532,1823.05,5.43%,"1,25,76,21,191",14.33
24-08-2011,781,1823.05,5.43%,"1,25,76,21,191",14.33
25-08-2011,1763,1823.05,5.43%,"1,25,76,21,191",14.33
26-08-2011,4914,1823.05,5.43%,"1,25,76,21,191",14.33
27-08-2011,3758,1823.05,5.43%,"1,25,76,21,191",14.33
28-08-2011,762,1823.05,5.43%,"1,25,76,21,191",14.33
29-08-2011,3288,1823.05,5.43%,"1,25,76,21,191",14.33
31-08-2011,4548,1823.05,5.43%,"1,25,76,21,191",14.33
01-09-2011,3894,1823.05,5.43%,"1,25,76,21,191",14.33
02-09-2011,2407,1823.05,5.43%,"1,25,76,21,191",14.33
03-09-2011,7323,1823.05,5.43%,"1,25,76,21,191",14.33
04-09-2011,4013,1823.05,5.43%,"1,25,76,21,191",14.33
05-09-2011,6646,1823.05,5.43%,"1,25,76,21,191",14.33
06-09-2011,4900,1823.05,5.43%,"1,25,76,21,191",14.33
07-09-2011,570,1823.05,5.43%,"1,25,76,21,191",14.33
08-09-2011,5865,1823.05,5.43%,"1,25,76,21,191",14.33
09-09-2011,2088,1823.05,5.43%,"1,25,76,21,191",14.33
10-09-2011,828,1823.05,5.43%,"1,25,76,21,191",14.33
11-09-2011,2908,1823.05,5.43%,"1,25,76,21,191",14.33
12-09-2011,3307,1823.05,5.43%,"1,25,76,21,191",14.33
13-09-2011,2533,1823.05,5.43%,"1,25,76,21,191",14.33
14-09-2011,2006,1823.05,5.43%,"1,25,76,21,191",14.33
15-09-2011,3149,1823.05,5.43%,"1,25,76,21,191",14.33
16-09-2011,5173,1823.05,5.43%,"1,25,76,21,191",14.33
17-09-2011,6945,1823.05,5.43%,"1,25,76,21,191",14.33
18-09-2011,5517,1823.05,5.43%,"1,25,76,21,191",14.33
19-09-2011,7286,1823.05,5.43%,"1,25,76,21,191",14.33
20-09-2011,1060,1823.05,5.43%,"1,25,76,21,191",14.33
21-09-2011,4574,1823.05,5.43%,"1,25,76,21,191",14.33
22-09-2011,6976,1823.05,5.43%,"1,25,76,21,191",14.33
23-09-2011,6260,1823.05,5.43%,"1,25,76,21,191",14.33
24-09-2011,2739,1823.05,5.43%,"1,25,76,21,191",14.33
25-09-2011,4962,1823.05,5.43%,"1,25,76,21,191",14.33
26-09-2011,6734,1823.05,5.43%,"1,25,76,21,191",14.33
27-09-2011,2206,1823.05,5.43%,"1,25,76,21,191",14.33
28-09-2011,3293,1823.05,5.43%,"1,25,76,21,191",14.33
29-09-2011,6354,1823.05,5.43%,"1,25,76,21,191",14.33
30-09-2011,4479,1823.05,5.43%,"1,25,76,21,191",14.33
31-9-2011,2242,1823.05,5.43%,"1,25,76,21,191",14.33
01-10-2011,4446,1823.05,5.43%,"1,25,76,21,191",14.33
02-10-2011,2223,1823.05,5.43%,"1,25,76,21,191",14.33
03-10-2011,6148,1823.05,5.43%,"1,25,76,21,191",14.33
04-10-2011,4169,1823.05,5.43%,"1,25,76,21,191",14.33
05-10-2011,973,1823.05,5.43%,"1,25,76,21,191",14.33
06-10-2011,6945,1823.05,5.43%,"1,25,76,21,191",14.33
07-10-2011,4838,1823.05,5.43%,"1,25,76,21,191",14.33
08-10-2011,5842,1823.05,5.43%,"1,25,76,21,191",14.33
09-10-2011,4432,1823.05,5.43%,"1,25,76,21,191",14.33
10-10-2011,913,1823.05,5.43%,"1,25,76,21,191",14.33
11-10-2011,4887,1823.05,5.43%,"1,25,76,21,191",14.33
12-10-2011,3765,1823.05,5.43%,"1,25,76,21,191",14.33
13-10-2011,7587,1823.05,5.43%,"1,25,76,21,191",14.33
14-10-2011,6886,1823.05,5.43%,"1,25,76,21,191",14.33
15-10-2011,6268,1823.05,5.43%,"1,25,76,21,191",14.33
16-10-2011,538,1823.05,5.43%,"1,25,76,21,191",14.33
17-10-2011,5751,1823.05,5.43%,"1,25,76,21,191",14.33
18-10-2011,3444,1823.05,5.43%,"1,25,76,21,191",14.33
19-10-2011,1775,1823.05,5.43%,"1,25,76,21,191",14.33
20-10-2011,7874,1823.05,5.43%,"1,25,76,21,191",14.33
21-10-2011,1023,1823.05,5.43%,"1,25,76,21,191",14.33
22-10-2011,920,1823.05,5.43%,"1,25,76,21,191",14.33
23-10-2011,5950,1823.05,5.43%,"1,25,76,21,191",14.33
24-10-2011,4290,1823.05,5.43%,"1,25,76,21,191",14.33
25-10-2011,3525,1823.05,5.43%,"1,25,76,21,191",14.33
26-10-2011,6179,1823.05,5.43%,"1,25,76,21,191",14.33
27-10-2011,7806,1823.05,5.43%,"1,25,76,21,191",14.33
28-10-2011,4256,1823.05,5.43%,"1,25,76,21,191",14.33
29-10-2011,272,1823.05,5.43%,"1,25,76,21,191",14.33
30-10-2011,4954,1823.05,5.43%,"1,25,76,21,191",14.33
01-11-2011,6045,1823.05,5.43%,"1,25,76,21,191",14.33
02-11-2011,3828,1823.05,5.43%,"1,25,76,21,191",14.33
03-11-2011,408,1823.05,5.43%,"1,25,76,21,191",14.33
04-11-2011,3009,1823.05,5.43%,"1,25,76,21,191",14.33
05-11-2011,6034,1823.05,5.43%,"1,25,76,21,191",14.33
06-11-2011,5920,1823.05,5.43%,"1,25,76,21,191",14.33
07-11-2011,3453,1823.05,5.43%,"1,25,76,21,191",14.33
08-11-2011,4159,1823.05,5.43%,"1,25,76,21,191",14.33
09-11-2011,5149,1823.05,5.43%,"1,25,76,21,191",14.33
10-11-2011,6538,1823.05,5.43%,"1,25,76,21,191",14.33
11-11-2011,2924,1823.05,5.43%,"1,25,76,21,191",14.33
12-11-2011,7315,1823.05,5.43%,"1,25,76,21,191",14.33
13-11-2011,1944,1823.05,5.43%,"1,25,76,21,191",14.33
14-11-2011,3204,1823.05,5.43%,"1,25,76,21,191",14.33
15-11-2011,352,1823.05,5.43%,"1,25,76,21,191",14.33
16-11-2011,6659,1823.05,5.43%,"1,25,76,21,191",14.33
17-11-2011,1891,1823.05,5.43%,"1,25,76,21,191",14.33
18-11-2011,5329,1823.05,5.43%,"1,25,76,21,191",14.33
19-11-2011,4246,1823.05,5.43%,"1,25,76,21,191",14.33
20-11-2011,4858,1823.05,5.43%,"1,25,76,21,191",14.33
21-11-2011,3601,1823.05,5.43%,"1,25,76,21,191",14.33
22-11-2011,331,1823.05,5.43%,"1,25,76,21,191",14.33
23-11-2011,800,1823.05,5.43%,"1,25,76,21,191",14.33
24-11-2011,4043,1823.05,5.43%,"1,25,76,21,191",14.33
25-11-2011,1626,1823.05,5.43%,"1,25,76,21,191",14.33
26-11-2011,6068,1823.05,5.43%,"1,25,76,21,191",14.33
27-11-2011,1695,1823.05,5.43%,"1,25,76,21,191",14.33
28-11-2011,5078,1823.05,5.43%,"1,25,76,21,191",14.33
29-11-2011,4860,1823.05,5.43%,"1,25,76,21,191",14.33
30-11-2011,5697,1823.05,5.43%,"1,25,76,21,191",14.33
31-11-2011,325,1823.05,5.43%,"1,25,76,21,191",14.33
01-12-2011,4718,1823.05,5.43%,"1,25,76,21,191",14.33
02-12-2011,7495,1823.05,5.43%,"1,25,76,21,191",14.33
03-12-2011,2179,1823.05,5.43%,"1,25,76,21,191",14.33
04-12-2011,1829,1823.05,5.43%,"1,25,76,21,191",14.33
05-12-2011,7840,1823.05,5.43%,"1,25,76,21,191",14.33
06-12-2011,7416,1823.05,5.43%,"1,25,76,21,191",14.33
07-12-2011,4940,1823.05,5.43%,"1,25,76,21,191",14.33
08-12-2011,5349,1823.05,5.43%,"1,25,76,21,191",14.33
09-12-2011,1671,1823.05,5.43%,"1,25,76,21,191",14.33
10-12-2011,4856,1823.05,5.43%,"1,25,76,21,191",14.33
11-12-2011,3745,1823.05,5.43%,"1,25,76,21,191",14.33
12-12-2011,7639,1823.05,5.43%,"1,25,76,21,191",14.33
13-12-2011,1330,1823.05,5.43%,"1,25,76,21,191",14.33
14-12-2011,3301,1823.05,5.43%,"1,25,76,21,191",14.33
15-12-2011,7302,1823.05,5.43%,"1,25,76,21,191",14.33
16-12-2011,4047,1823.05,5.43%,"1,25,76,21,191",14.33
17-12-2011,3427,1823.05,5.43%,"1,25,76,21,191",14.33
18-12-2011,6587,1823.05,5.43%,"1,25,76,21,191",14.33
19-12-2011,4594,1823.05,5.43%,"1,25,76,21,191",14.33
20-12-2011,1122,1823.05,5.43%,"1,25,76,21,191",14.33
21-12-2011,2199,1823.05,5.43%,"1,25,76,21,191",14.33
22-12-2011,1602,1823.05,5.43%,"1,25,76,21,191",14.33
23-12-2011,467,1823.05,5.43%,"1,25,76,21,191",14.33
24-12-2011,7289,1823.05,5.43%,"1,25,76,21,191",14.33
25-12-2011,6624,1823.05,5.43%,"1,25,76,21,191",14.33
26-12-2011,6261,1823.05,5.43%,"1,25,76,21,191",14.33
27-12-2011,754,1823.05,5.43%,"1,25,76,21,191",14.33
28-12-2011,3961,1823.05,5.43%,"1,25,76,21,191",14.33
29-12-2011,4534,1823.05,5.43%,"1,25,76,21,191",14.33
30-12-2011,5799,1823.05,5.43%,"1,25,76,21,191",8.41
01-01-2012,4509,1827.64,5.41%,"1,27,44,87,215",8.41
02-01-2012,4812,1827.64,5.41%,"1,27,44,87,215",8.41
03-01-2012,6273,1827.64,5.41%,"1,27,44,87,215",8.41
04-01-2012,3508,1827.64,5.41%,"1,27,44,87,215",8.41
05-01-2012,2904,1827.64,5.41%,"1,27,44,87,215",8.41
06-01-2012,430,1827.64,5.41%,"1,27,44,87,215",8.41
07-01-2012,878,1827.64,5.41%,"1,27,44,87,215",8.41
08-01-2012,4280,1827.64,5.41%,"1,27,44,87,215",8.41
09-01-2012,6105,1827.64,5.41%,"1,27,44,87,215",8.41
10-01-2012,7898,1827.64,5.41%,"1,27,44,87,215",8.41
11-01-2012,7028,1827.64,5.41%,"1,27,44,87,215",8.41
12-01-2012,7482,1827.64,5.41%,"1,27,44,87,215",8.41
13-01-2012,5751,1827.64,5.41%,"1,27,44,87,215",8.41
14-01-2012,4345,1827.64,5.41%,"1,27,44,87,215",8.41
15-01-2012,3301,1827.64,5.41%,"1,27,44,87,215",8.41
16-01-2012,2341,1827.64,5.41%,"1,27,44,87,215",8.41
17-01-2012,3725,1827.64,5.41%,"1,27,44,87,215",8.41
18-01-2012,3256,1827.64,5.41%,"1,27,44,87,215",8.41
19-01-2012,7583,1827.64,5.41%,"1,27,44,87,215",8.41
20-01-2012,7990,1827.64,5.41%,"1,27,44,87,215",8.41
21-01-2012,1930,1827.64,5.41%,"1,27,44,87,215",8.41
22-01-2012,3659,1827.64,5.41%,"1,27,44,87,215",8.41
23-01-2012,759,1827.64,5.41%,"1,27,44,87,215",8.41
24-01-2012,5918,1827.64,5.41%,"1,27,44,87,215",8.41
25-01-2012,5315,1827.64,5.41%,"1,27,44,87,215",8.41
26-01-2012,5413,1827.64,5.41%,"1,27,44,87,215",8.41
27-01-2012,7335,1827.64,5.41%,"1,27,44,87,215",8.41
28-01-2012,5146,1827.64,5.41%,"1,27,44,87,215",8.41
29-01-2012,5013,1827.64,5.41%,"1,27,44,87,215",8.41
30-01-2012,6471,1827.64,5.41%,"1,27,44,87,215",8.41
31-01-2012,3942,1827.64,5.41%,"1,27,44,87,215",8.41
01-02-2012,5065,1827.64,5.41%,"1,27,44,87,215",8.41
02-02-2012,1013,1827.64,5.41%,"1,27,44,87,215",8.41
03-02-2012,1604,1827.64,5.41%,"1,27,44,87,215",8.41
04-02-2012,5641,1827.64,5.41%,"1,27,44,87,215",8.41
05-02-2012,5329,1827.64,5.41%,"1,27,44,87,215",8.41
06-02-2012,2786,1827.64,5.41%,"1,27,44,87,215",8.41
07-02-2012,4781,1827.64,5.41%,"1,27,44,87,215",8.41
08-02-2012,3893,1827.64,5.41%,"1,27,44,87,215",8.41
09-02-2012,1686,1827.64,5.41%,"1,27,44,87,215",8.41
10-02-2012,4362,1827.64,5.41%,"1,27,44,87,215",8.41
11-02-2012,4885,1827.64,5.41%,"1,27,44,87,215",8.41
12-02-2012,345,1827.64,5.41%,"1,27,44,87,215",8.41
13-02-2012,2820,1827.64,5.41%,"1,27,44,87,215",8.41
14-02-2012,6049,1827.64,5.41%,"1,27,44,87,215",8.41
15-02-2012,6985,1827.64,5.41%,"1,27,44,87,215",8.41
16-02-2012,2272,1827.64,5.41%,"1,27,44,87,215",8.41
17-02-2012,2917,1827.64,5.41%,"1,27,44,87,215",8.41
18-02-2012,6943,1827.64,5.41%,"1,27,44,87,215",8.41
19-02-2012,4423,1827.64,5.41%,"1,27,44,87,215",8.41
20-02-2012,6282,1827.64,5.41%,"1,27,44,87,215",8.41
21-02-2012,7583,1827.64,5.41%,"1,27,44,87,215",8.41
22-02-2012,3270,1827.64,5.41%,"1,27,44,87,215",8.41
23-02-2012,3683,1827.64,5.41%,"1,27,44,87,215",8.41
24-02-2012,6552,1827.64,5.41%,"1,27,44,87,215",8.41
25-02-2012,3332,1827.64,5.41%,"1,27,44,87,215",8.41
26-02-2012,4038,1827.64,5.41%,"1,27,44,87,215",8.41
27-02-2012,2024,1827.64,5.41%,"1,27,44,87,215",8.41
01-03-2012,2977,1827.64,5.41%,"1,27,44,87,215",8.41
02-03-2012,3533,1827.64,5.41%,"1,27,44,87,215",8.41
03-03-2012,5747,1827.64,5.41%,"1,27,44,87,215",8.41
04-03-2012,2975,1827.64,5.41%,"1,27,44,87,215",8.41
05-03-2012,395,1827.64,5.41%,"1,27,44,87,215",8.41
06-03-2012,1594,1827.64,5.41%,"1,27,44,87,215",8.41
07-03-2012,3579,1827.64,5.41%,"1,27,44,87,215",8.41
08-03-2012,3397,1827.64,5.41%,"1,27,44,87,215",8.41
09-03-2012,5626,1827.64,5.41%,"1,27,44,87,215",8.41
10-03-2012,792,1827.64,5.41%,"1,27,44,87,215",8.41
11-03-2012,2141,1827.64,5.41%,"1,27,44,87,215",8.41
12-03-2012,392,1827.64,5.41%,"1,27,44,87,215",8.41
13-03-2012,3363,1827.64,5.41%,"1,27,44,87,215",8.41
14-03-2012,2636,1827.64,5.41%,"1,27,44,87,215",8.41
15-03-2012,2861,1827.64,5.41%,"1,27,44,87,215",8.41
16-03-2012,3939,1827.64,5.41%,"1,27,44,87,215",8.41
17-03-2012,3863,1827.64,5.41%,"1,27,44,87,215",8.41
18-03-2012,3565,1827.64,5.41%,"1,27,44,87,215",8.41
19-03-2012,5964,1827.64,5.41%,"1,27,44,87,215",8.41
20-03-2012,394,1827.64,5.41%,"1,27,44,87,215",8.41
21-03-2012,1321,1827.64,5.41%,"1,27,44,87,215",8.41
22-03-2012,4471,1827.64,5.41%,"1,27,44,87,215",8.41
23-03-2012,5930,1827.64,5.41%,"1,27,44,87,215",8.41
24-03-2012,1830,1827.64,5.41%,"1,27,44,87,215",8.41
25-03-2012,6674,1827.64,5.41%,"1,27,44,87,215",8.41
26-03-2012,4214,1827.64,5.41%,"1,27,44,87,215",8.41
27-03-2012,431,1827.64,5.41%,"1,27,44,87,215",8.41
28-03-2012,2337,1827.64,5.41%,"1,27,44,87,215",8.41
29-03-2012,4712,1827.64,5.41%,"1,27,44,87,215",8.41
30-03-2012,2055,1827.64,5.41%,"1,27,44,87,215",8.41
31-03-2012,5314,1827.64,5.41%,"1,27,44,87,215",8.41
01-04-2012,1434,1827.64,5.41%,"1,27,44,87,215",8.41
02-04-2012,6486,1827.64,5.41%,"1,27,44,87,215",8.41
03-04-2012,4554,1827.64,5.41%,"1,27,44,87,215",8.41
04-04-2012,7170,1827.64,5.41%,"1,27,44,87,215",8.41
05-04-2012,5183,1827.64,5.41%,"1,27,44,87,215",8.41
06-04-2012,5010,1827.64,5.41%,"1,27,44,87,215",8.41
07-04-2012,6583,1827.64,5.41%,"1,27,44,87,215",8.41
08-04-2012,6574,1827.64,5.41%,"1,27,44,87,215",8.41
09-04-2012,7514,1827.64,5.41%,"1,27,44,87,215",8.41
10-04-2012,5208,1827.64,5.41%,"1,27,44,87,215",8.41
11-04-2012,981,1827.64,5.41%,"1,27,44,87,215",8.41
12-04-2012,1307,1827.64,5.41%,"1,27,44,87,215",8.41
13-04-2012,5955,1827.64,5.41%,"1,27,44,87,215",8.41
14-04-2012,5024,1827.64,5.41%,"1,27,44,87,215",8.41
15-04-2012,1966,1827.64,5.41%,"1,27,44,87,215",8.41
16-04-2012,7538,1827.64,5.41%,"1,27,44,87,215",8.41
17-04-2012,7189,1827.64,5.41%,"1,27,44,87,215",8.41
18-04-2012,6854,1827.64,5.41%,"1,27,44,87,215",8.41
19-04-2012,7421,1827.64,5.41%,"1,27,44,87,215",8.41
20-04-2012,2008,1827.64,5.41%,"1,27,44,87,215",8.41
21-04-2012,3914,1827.64,5.41%,"1,27,44,87,215",8.41
22-04-2012,1339,1827.64,5.41%,"1,27,44,87,215",8.41
23-04-2012,2978,1827.64,5.41%,"1,27,44,87,215",8.41
24-04-2012,3678,1827.64,5.41%,"1,27,44,87,215",8.41
25-04-2012,6854,1827.64,5.41%,"1,27,44,87,215",8.41
26-04-2012,4897,1827.64,5.41%,"1,27,44,87,215",8.41
27-04-2012,6596,1827.64,5.41%,"1,27,44,87,215",8.41
28-04-2012,699,1827.64,5.41%,"1,27,44,87,215",8.41
29-04-2012,5429,1827.64,5.41%,"1,27,44,87,215",8.41
30-04-2012,5322,1827.64,5.41%,"1,27,44,87,215",8.41
01-05-2012,3994,1827.64,5.41%,"1,27,44,87,215",8.41
02-05-2012,6741,1827.64,5.41%,"1,27,44,87,215",8.41
03-05-2012,1425,1827.64,5.41%,"1,27,44,87,215",8.41
04-05-2012,5652,1827.64,5.41%,"1,27,44,87,215",8.41
05-05-2012,1987,1827.64,5.41%,"1,27,44,87,215",8.41
06-05-2012,2685,1827.64,5.41%,"1,27,44,87,215",8.41
07-05-2012,492,1827.64,5.41%,"1,27,44,87,215",8.41
08-05-2012,4226,1827.64,5.41%,"1,27,44,87,215",8.41
09-05-2012,2201,1827.64,5.41%,"1,27,44,87,215",8.41
10-05-2012,3901,1827.64,5.41%,"1,27,44,87,215",8.41
11-05-2012,1582,1827.64,5.41%,"1,27,44,87,215",8.41
12-05-2012,7208,1827.64,5.41%,"1,27,44,87,215",8.41
13-05-2012,2996,1827.64,5.41%,"1,27,44,87,215",8.41
14-05-2012,7050,1827.64,5.41%,"1,27,44,87,215",8.41
15-05-2012,7272,1827.64,5.41%,"1,27,44,87,215",8.41
16-05-2012,5094,1827.64,5.41%,"1,27,44,87,215",8.41
17-05-2012,3665,1827.64,5.41%,"1,27,44,87,215",8.41
18-05-2012,5377,1827.64,5.41%,"1,27,44,87,215",8.41
19-05-2012,1468,1827.64,5.41%,"1,27,44,87,215",8.41
20-05-2012,1226,1827.64,5.41%,"1,27,44,87,215",8.41
21-05-2012,3211,1827.64,5.41%,"1,27,44,87,215",8.41
22-05-2012,556,1827.64,5.41%,"1,27,44,87,215",8.41
23-05-2012,1612,1827.64,5.41%,"1,27,44,87,215",8.41
24-05-2012,1846,1827.64,5.41%,"1,27,44,87,215",8.41
25-05-2012,7339,1827.64,5.41%,"1,27,44,87,215",8.41
26-05-2012,7500,1827.64,5.41%,"1,27,44,87,215",8.41
27-05-2012,1401,1827.64,5.41%,"1,27,44,87,215",8.41
28-05-2012,1693,1827.64,5.41%,"1,27,44,87,215",8.41
29-05-2012,5097,1827.64,5.41%,"1,27,44,87,215",8.41
30-05-2012,1117,1827.64,5.41%,"1,27,44,87,215",8.41
31-05-2012,1128,1827.64,5.41%,"1,27,44,87,215",8.41
01-06-2012,7106,1827.64,5.41%,"1,27,44,87,215",8.41
02-06-2012,4765,1827.64,5.41%,"1,27,44,87,215",8.41
03-06-2012,353,1827.64,5.41%,"1,27,44,87,215",8.41
04-06-2012,6214,1827.64,5.41%,"1,27,44,87,215",8.41
05-06-2012,7501,1827.64,5.41%,"1,27,44,87,215",8.41
06-06-2012,1120,1827.64,5.41%,"1,27,44,87,215",8.41
07-06-2012,7033,1827.64,5.41%,"1,27,44,87,215",8.41
08-06-2012,7198,1827.64,5.41%,"1,27,44,87,215",8.41
09-06-2012,2130,1827.64,5.41%,"1,27,44,87,215",8.41
10-06-2012,2481,1827.64,5.41%,"1,27,44,87,215",8.41
11-06-2012,5682,1827.64,5.41%,"1,27,44,87,215",8.41
12-06-2012,2606,1827.64,5.41%,"1,27,44,87,215",8.41
13-06-2012,5178,1827.64,5.41%,"1,27,44,87,215",8.41
14-06-2012,476,1827.64,5.41%,"1,27,44,87,215",8.41
15-06-2012,4159,1827.64,5.41%,"1,27,44,87,215",8.41
16-06-2012,5473,1827.64,5.41%,"1,27,44,87,215",8.41
17-06-2012,5729,1827.64,5.41%,"1,27,44,87,215",8.41
18-06-2012,1043,1827.64,5.41%,"1,27,44,87,215",8.41
19-06-2012,3687,1827.64,5.41%,"1,27,44,87,215",8.41
20-06-2012,5483,1827.64,5.41%,"1,27,44,87,215",8.41
21-06-2012,6352,1827.64,5.41%,"1,27,44,87,215",8.41
22-06-2012,1743,1827.64,5.41%,"1,27,44,87,215",8.41
23-06-2012,1531,1827.64,5.41%,"1,27,44,87,215",8.41
24-06-2012,6039,1827.64,5.41%,"1,27,44,87,215",8.41
25-06-2012,2478,1827.64,5.41%,"1,27,44,87,215",8.41
26-06-2012,7207,1827.64,5.41%,"1,27,44,87,215",8.41
27-06-2012,4493,1827.64,5.41%,"1,27,44,87,215",8.41
28-06-2012,7651,1827.64,5.41%,"1,27,44,87,215",8.41
29-06-2012,3463,1827.64,5.41%,"1,27,44,87,215",8.41
30-06-2012,7082,1827.64,5.41%,"1,27,44,87,215",8.41
01-07-2012,7517,1827.64,5.41%,"1,27,44,87,215",8.41
02-07-2012,6287,1827.64,5.41%,"1,27,44,87,215",8.41
03-07-2012,3501,1827.64,5.41%,"1,27,44,87,215",8.41
04-07-2012,7577,1827.64,5.41%,"1,27,44,87,215",8.41
05-07-2012,2969,1827.64,5.41%,"1,27,44,87,215",8.41
06-07-2012,6651,1827.64,5.41%,"1,27,44,87,215",8.41
07-07-2012,5462,1827.64,5.41%,"1,27,44,87,215",8.41
08-07-2012,2616,1827.64,5.41%,"1,27,44,87,215",8.41
09-07-2012,2112,1827.64,5.41%,"1,27,44,87,215",8.41
10-07-2012,3364,1827.64,5.41%,"1,27,44,87,215",8.41
11-07-2012,1708,1827.64,5.41%,"1,27,44,87,215",8.41
12-07-2012,4673,1827.64,5.41%,"1,27,44,87,215",8.41
13-07-2012,3396,1827.64,5.41%,"1,27,44,87,215",8.41
14-07-2012,3508,1827.64,5.41%,"1,27,44,87,215",8.41
15-07-2012,1758,1827.64,5.41%,"1,27,44,87,215",8.41
16-07-2012,5801,1827.64,5.41%,"1,27,44,87,215",8.41
17-07-2012,7043,1827.64,5.41%,"1,27,44,87,215",8.41
18-07-2012,4211,1827.64,5.41%,"1,27,44,87,215",8.41
19-07-2012,6439,1827.64,5.41%,"1,27,44,87,215",8.41
20-07-2012,5117,1827.64,5.41%,"1,27,44,87,215",8.41
21-07-2012,5673,1827.64,5.41%,"1,27,44,87,215",8.41
22-07-2012,2129,1827.64,5.41%,"1,27,44,87,215",8.41
23-07-2012,5658,1827.64,5.41%,"1,27,44,87,215",8.41
24-07-2012,3534,1827.64,5.41%,"1,27,44,87,215",8.41
25-07-2012,3270,1827.64,5.41%,"1,27,44,87,215",8.41
26-07-2012,4741,1827.64,5.41%,"1,27,44,87,215",8.41
27-07-2012,6072,1827.64,5.41%,"1,27,44,87,215",8.41
28-07-2012,2479,1827.64,5.41%,"1,27,44,87,215",8.41
29-07-2012,2112,1827.64,5.41%,"1,27,44,87,215",8.41
30-07-2012,5229,1827.64,5.41%,"1,27,44,87,215",8.41
31-07-2012,2715,1827.64,5.41%,"1,27,44,87,215",8.41
01-08-2012,2349,1827.64,5.41%,"1,27,44,87,215",8.41
02-08-2012,6737,1827.64,5.41%,"1,27,44,87,215",8.41
03-08-2012,6163,1827.64,5.41%,"1,27,44,87,215",8.41
04-08-2012,4351,1827.64,5.41%,"1,27,44,87,215",8.41
05-08-2012,1637,1827.64,5.41%,"1,27,44,87,215",8.41
06-08-2012,2376,1827.64,5.41%,"1,27,44,87,215",8.41
07-08-2012,3887,1827.64,5.41%,"1,27,44,87,215",8.41
08-08-2012,7065,1827.64,5.41%,"1,27,44,87,215",8.41
09-08-2012,7095,1827.64,5.41%,"1,27,44,87,215",8.41
10-08-2012,4555,1827.64,5.41%,"1,27,44,87,215",8.41
11-08-2012,7719,1827.64,5.41%,"1,27,44,87,215",8.41
12-08-2012,2609,1827.64,5.41%,"1,27,44,87,215",8.41
13-08-2012,669,1827.64,5.41%,"1,27,44,87,215",8.41
14-08-2012,5005,1827.64,5.41%,"1,27,44,87,215",8.41
15-08-2012,6447,1827.64,5.41%,"1,27,44,87,215",8.41
16-08-2012,5525,1827.64,5.41%,"1,27,44,87,215",8.41
17-08-2012,1761,1827.64,5.41%,"1,27,44,87,215",8.41
18-08-2012,4527,1827.64,5.41%,"1,27,44,87,215",8.41
19-08-2012,2735,1827.64,5.41%,"1,27,44,87,215",8.41
20-08-2012,632,1827.64,5.41%,"1,27,44,87,215",8.41
21-08-2012,4782,1827.64,5.41%,"1,27,44,87,215",8.41
22-08-2012,5941,1827.64,5.41%,"1,27,44,87,215",8.41
23-08-2012,7090,1827.64,5.41%,"1,27,44,87,215",8.41
